@RELATION league

@ATTRIBUTE champ1, numeric
@ATTRIBUTE kills1, numeric
@ATTRIBUTE deaths1, numeric
@ATTRIBUTE assists1, numeric
@ATTRIBUTE goldEarned1, numeric
@ATTRIBUTE totalMinionsKilled1, numeric
@ATTRIBUTE neutralMinionsKilled1, numeric
@ATTRIBUTE wardsPlaced1, numeric

@ATTRIBUTE champ2, numeric
@ATTRIBUTE kills2, numeric
@ATTRIBUTE deaths2, numeric
@ATTRIBUTE assists2, numeric
@ATTRIBUTE goldEarned2, numeric
@ATTRIBUTE totalMinionsKilled2, numeric
@ATTRIBUTE neutralMinionsKilled2, numeric
@ATTRIBUTE wardsPlaced2, numeric

@ATTRIBUTE champ3, numeric
@ATTRIBUTE kills3, numeric
@ATTRIBUTE deaths3, numeric
@ATTRIBUTE assists3, numeric
@ATTRIBUTE goldEarned3, numeric
@ATTRIBUTE totalMinionsKilled3, numeric
@ATTRIBUTE neutralMinionsKilled3, numeric
@ATTRIBUTE wardsPlaced3, numeric

@ATTRIBUTE champ4, numeric
@ATTRIBUTE kills4, numeric
@ATTRIBUTE deaths4, numeric
@ATTRIBUTE assists4, numeric
@ATTRIBUTE goldEarned4, numeric
@ATTRIBUTE totalMinionsKilled4, numeric
@ATTRIBUTE neutralMinionsKilled4, numeric
@ATTRIBUTE wardsPlaced4, numeric

@ATTRIBUTE champ5, numeric
@ATTRIBUTE kills5, numeric
@ATTRIBUTE deaths5, numeric
@ATTRIBUTE assists5, numeric
@ATTRIBUTE goldEarned5, numeric
@ATTRIBUTE totalMinionsKilled5, numeric
@ATTRIBUTE neutralMinionsKilled5, numeric
@ATTRIBUTE wardsPlaced5, numeric

@ATTRIBUTE champ6, numeric
@ATTRIBUTE kills6, numeric
@ATTRIBUTE deaths6, numeric
@ATTRIBUTE assists6, numeric
@ATTRIBUTE goldEarned6, numeric
@ATTRIBUTE totalMinionsKilled6, numeric
@ATTRIBUTE neutralMinionsKilled6, numeric
@ATTRIBUTE wardsPlaced6, numeric

@ATTRIBUTE champ7, numeric
@ATTRIBUTE kills7, numeric
@ATTRIBUTE deaths7, numeric
@ATTRIBUTE assists7, numeric
@ATTRIBUTE goldEarned7, numeric
@ATTRIBUTE totalMinionsKilled7, numeric
@ATTRIBUTE neutralMinionsKilled7, numeric
@ATTRIBUTE wardsPlaced7, numeric

@ATTRIBUTE champ8, numeric
@ATTRIBUTE kills8, numeric
@ATTRIBUTE deaths8, numeric
@ATTRIBUTE assists8, numeric
@ATTRIBUTE goldEarned8, numeric
@ATTRIBUTE totalMinionsKilled8, numeric
@ATTRIBUTE neutralMinionsKilled8, numeric
@ATTRIBUTE wardsPlaced8, numeric

@ATTRIBUTE champ9, numeric
@ATTRIBUTE kills9, numeric
@ATTRIBUTE deaths9, numeric
@ATTRIBUTE assists9, numeric
@ATTRIBUTE goldEarned9, numeric
@ATTRIBUTE totalMinionsKilled9, numeric
@ATTRIBUTE neutralMinionsKilled9, numeric
@ATTRIBUTE wardsPlaced9, numeric

@ATTRIBUTE champ10, numeric
@ATTRIBUTE kills10, numeric
@ATTRIBUTE deaths10, numeric
@ATTRIBUTE assists10, numeric
@ATTRIBUTE goldEarned10, numeric
@ATTRIBUTE totalMinionsKilled10, numeric
@ATTRIBUTE neutralMinionsKilled10, numeric
@ATTRIBUTE wardsPlaced10, numeric

@ATTRIBUTE win, { True, False }

@data
64,7,7,4,10583,69,29,10,63,1,6,0,10971,189,60,6,222,8,8,2,12358,214,6,1,92,8,8,0,13744,252,8,5,81,2,3,7,8574,49,3,13,22,5,8,10,13478,159,10,5,26,1,3,0,7244,52,0,6,91,9,10,8,13867,183,17,2,99,12,2,8,15635,220,3,13,33,5,4,7,12925,43,88,0,False
154,2,7,7,9805,48,61,9,157,4,10,7,11784,187,16,3,222,11,13,7,12257,137,5,3,35,8,14,3,9258,61,10,6,53,6,12,11,9486,41,0,10,78,4,4,15,9013,34,0,13,7,14,8,8,12007,77,9,7,17,14,3,7,15110,254,0,4,19,1,7,12,9988,40,57,8,67,23,9,7,16486,171,14,4,False
222,11,5,3,12365,148,5,5,120,9,9,2,12137,186,3,5,54,3,8,7,11363,91,56,8,267,0,8,14,9080,12,0,19,63,2,9,2,6821,62,0,6,99,4,8,22,12418,96,6,26,106,10,8,20,13870,88,47,15,44,2,3,22,9937,68,5,16,22,11,2,13,13545,156,1,12,80,12,4,10,13479,186,8,10,False
25,4,7,12,11055,19,0,35,23,8,8,3,15604,283,24,10,106,3,6,10,10648,19,50,27,115,4,3,9,15116,281,27,7,81,5,4,9,14166,232,28,4,131,5,6,8,11639,181,25,12,64,3,5,9,10823,74,64,14,16,0,5,14,9853,46,0,34,7,11,2,8,13949,234,2,8,67,9,6,9,14916,277,11,6,True
55,11,10,2,10599,102,0,4,222,7,8,5,12580,244,9,7,254,3,8,10,9435,43,47,10,432,1,8,15,7795,25,1,32,17,4,12,4,9666,181,0,4,23,11,5,6,15260,202,33,2,412,1,5,19,9719,44,2,23,105,12,5,11,14137,182,4,4,64,13,4,10,13943,33,70,6,67,9,8,13,13447,163,16,10,False
54,3,8,4,9795,41,64,11,23,3,2,1,8016,115,3,6,157,4,12,2,10561,194,8,2,29,2,6,4,7990,97,1,4,25,0,4,3,6138,65,0,6,22,6,2,6,12844,213,11,7,6,12,2,5,12673,157,8,6,254,11,2,4,13196,66,68,5,75,2,4,4,10359,194,7,4,44,0,2,8,7562,48,0,19,False
23,3,6,1,11163,178,27,8,89,1,11,10,8328,57,0,21,236,3,10,6,10802,193,7,9,64,3,5,6,9971,54,63,20,50,6,7,6,11097,173,3,11,104,20,5,13,17684,223,19,6,103,7,3,8,11598,164,4,10,20,3,2,19,13746,54,103,10,98,5,1,21,13770,217,7,11,412,4,5,31,11221,39,0,25,False
113,6,2,14,17957,91,108,4,23,19,9,10,24540,336,57,8,104,10,8,11,23376,414,38,22,50,10,6,8,20035,297,33,12,89,2,8,15,14356,88,3,32,90,7,11,10,18714,306,5,7,4,7,14,7,20204,123,118,8,236,12,5,10,24583,408,54,8,53,1,6,21,14566,32,2,55,68,6,12,10,16831,243,9,32,True
222,13,9,8,19661,245,21,16,43,1,6,24,13825,37,0,61,39,4,7,12,17384,281,5,11,32,4,7,18,16821,80,99,15,101,9,12,7,17295,269,5,10,18,9,2,13,20256,342,12,10,30,6,11,15,18610,298,53,9,267,0,6,24,12940,15,0,48,107,15,5,11,20847,293,21,25,76,11,7,15,20909,79,162,9,False
67,19,16,12,19983,185,20,10,81,17,13,14,19380,201,15,6,99,5,12,22,15306,128,6,11,31,12,4,18,20248,190,57,24,1,6,10,14,14141,42,0,23,113,12,9,22,18155,75,58,10,51,8,10,19,19724,295,35,7,76,10,12,8,15399,194,8,11,20,11,16,17,14824,62,5,7,80,14,12,12,16475,167,8,13,True
62,8,10,15,20248,315,2,24,19,11,4,24,19975,55,92,31,53,2,8,29,13582,38,4,38,91,13,9,16,20994,302,30,4,81,17,4,17,21934,291,31,5,222,5,11,11,17372,324,20,13,27,14,11,12,19377,316,7,9,7,9,9,10,16664,260,9,9,32,7,7,14,17158,124,98,22,44,0,13,18,11332,73,0,43,True
39,9,12,11,18354,293,10,15,32,8,8,27,17173,84,56,4,4,11,4,17,19188,231,23,31,15,12,14,17,20979,300,18,2,111,8,5,27,15984,88,10,27,79,4,11,15,15043,86,56,12,31,7,9,10,17250,221,41,8,51,19,12,8,21462,275,22,8,27,12,7,8,20934,387,3,15,412,1,10,21,13680,11,1,44,True
101,13,8,4,19854,341,1,3,222,10,10,8,16947,224,16,14,412,3,7,20,13726,68,3,35,14,12,10,6,17438,242,2,3,77,3,10,10,13677,45,79,9,51,5,13,5,14505,222,8,19,53,4,6,17,16023,155,3,32,90,10,9,8,15635,184,13,9,54,6,3,3,11581,113,7,7,5,19,10,4,18163,111,58,9,True
222,10,6,20,17936,249,11,13,412,2,10,35,13486,42,1,45,50,11,14,20,16779,193,17,10,86,15,9,15,16556,176,2,17,64,11,7,21,16371,90,63,28,39,12,5,19,19005,228,8,9,7,16,14,11,16804,165,2,6,51,5,7,21,16523,218,21,5,32,10,13,15,17417,104,76,18,53,3,10,16,12653,53,3,40,True
86,18,7,11,19557,276,6,12,23,16,9,8,20525,150,104,6,51,6,7,11,15408,206,23,13,12,3,13,22,12362,57,3,19,10,4,7,19,12710,114,1,9,22,9,6,15,17238,197,18,9,122,10,10,11,15520,195,3,6,31,8,10,16,15740,72,64,8,112,10,13,12,15588,184,10,14,76,5,9,19,13750,42,8,24,False
54,16,11,13,17568,213,0,9,64,7,11,13,14239,69,68,28,157,8,16,12,17468,261,32,6,119,15,9,15,20182,228,25,12,201,4,9,24,12562,72,0,32,28,7,6,23,19459,81,110,5,17,8,13,14,18928,287,12,6,80,19,8,10,19580,238,4,7,432,9,11,23,16191,38,0,33,67,13,12,16,19024,214,7,8,False
77,10,7,19,17622,108,78,10,62,11,11,14,16676,222,23,8,112,21,5,15,18876,204,2,8,267,7,8,27,15017,31,2,32,67,4,8,9,13775,214,2,4,63,10,11,18,15213,160,4,9,222,11,12,9,14622,164,8,9,31,8,11,19,15583,204,8,6,64,8,4,11,15219,55,87,29,25,2,15,19,12226,33,0,21,True
51,2,2,6,17851,341,34,11,62,12,10,17,18054,121,59,18,54,9,1,16,15606,186,1,6,37,2,7,23,12855,35,5,45,7,23,4,7,19588,208,20,14,119,7,9,7,16816,288,3,6,89,2,10,16,12312,81,2,45,64,2,11,5,11750,177,7,21,32,4,8,8,16958,155,100,10,91,9,10,7,14970,208,2,3,True
92,4,7,7,15204,271,21,13,222,9,7,9,17266,259,43,4,53,4,6,13,10584,55,0,44,98,3,2,15,13611,71,75,10,103,4,7,10,12154,156,2,7,39,5,4,13,12527,163,4,14,76,4,5,9,12152,64,73,14,131,11,5,12,15410,231,7,9,18,7,6,10,14036,195,0,8,12,2,5,23,12005,67,0,32,False
131,12,6,6,13055,134,5,7,32,8,6,17,14353,65,66,13,22,6,12,19,13843,137,7,8,99,9,7,20,15381,167,0,11,54,16,4,16,13519,77,2,12,238,8,11,3,13955,206,26,0,5,6,6,6,12962,55,64,17,50,6,8,4,11892,164,0,9,43,5,11,11,11827,71,0,21,67,10,15,7,13755,158,6,7,True
38,6,8,7,12125,174,0,14,32,15,13,10,17327,152,34,13,75,10,8,7,15329,221,9,13,53,1,10,17,10619,61,0,26,67,5,12,5,13784,205,41,5,236,17,5,17,19139,222,6,10,7,12,5,11,16832,185,30,28,8,7,10,20,16620,207,6,10,412,1,10,25,11725,18,3,38,9,14,7,14,17334,53,94,0,False
157,13,10,9,18858,310,18,5,96,6,7,12,16513,250,29,4,62,3,4,19,13985,178,0,8,31,5,7,10,10901,50,0,51,106,13,5,22,20293,79,113,6,81,8,7,13,16910,256,24,8,19,6,10,14,14934,55,90,10,75,10,4,8,17186,276,7,19,26,2,10,16,12828,190,0,5,1,7,10,13,12093,38,3,43,False
61,7,3,7,15405,237,9,3,51,4,4,7,15530,262,25,7,19,6,2,10,14820,58,89,16,111,1,0,8,9930,33,0,25,17,6,3,1,17396,318,40,33,154,2,2,6,11391,52,74,18,34,2,4,5,15936,374,4,9,267,0,5,6,8506,12,0,36,31,5,5,1,12743,233,8,10,22,3,8,5,13993,222,18,16,True
86,15,5,17,17713,180,10,9,77,3,9,11,17862,184,88,7,115,18,5,14,19487,272,12,8,22,12,7,16,19041,207,9,11,412,5,8,29,14410,15,0,34,131,12,6,6,17553,175,77,9,157,5,15,8,15692,247,42,15,37,1,11,22,13431,14,0,20,429,14,8,6,18185,281,20,3,104,2,13,6,13971,267,15,15,True
86,15,4,18,15868,172,3,27,30,10,8,12,14291,184,12,6,15,9,5,21,18786,266,30,6,111,4,3,26,14102,32,74,12,143,5,4,20,13755,87,3,22,104,5,8,9,15151,264,10,3,201,0,10,13,9864,47,0,32,126,8,12,8,14160,207,6,9,20,3,8,11,13128,74,78,9,38,8,5,5,12460,170,4,12,True
110,11,7,16,17299,240,10,9,24,10,17,8,16326,225,33,10,58,10,2,17,16902,258,8,3,32,11,8,15,15612,46,83,6,201,2,8,24,10435,31,0,36,57,8,9,15,14250,78,65,7,84,8,13,7,12843,179,1,13,17,7,8,5,13402,233,4,4,89,3,6,21,11966,66,2,20,42,16,8,14,18686,265,29,5,True
81,7,7,8,14649,221,13,7,5,10,12,6,14938,86,73,21,10,3,6,14,12751,166,5,3,89,0,11,15,12042,103,2,32,99,8,8,9,12564,140,1,10,119,14,4,16,21239,290,15,8,48,9,5,14,15323,191,5,4,37,2,10,19,12165,19,0,38,113,7,5,19,17062,94,74,1,121,12,4,4,16053,224,35,12,False
67,7,10,16,13942,156,15,6,68,8,9,14,13031,130,1,5,89,3,9,24,11694,30,0,19,90,12,6,11,15663,224,8,18,254,14,9,15,15381,69,43,14,4,15,9,14,16251,195,0,4,51,10,9,6,13279,203,16,5,412,3,8,13,9358,25,0,34,62,7,9,13,12890,42,66,9,127,8,10,7,12928,198,7,9,True
45,11,3,10,14920,202,5,5,113,1,2,11,13484,118,84,12,99,3,7,8,8756,35,1,16,58,10,1,3,14042,211,7,9,15,5,5,6,14270,240,8,8,412,3,4,6,9036,46,0,21,103,2,7,2,10666,181,2,7,222,9,3,4,14934,253,8,9,57,1,12,5,10217,139,3,9,102,3,4,1,11868,70,97,6,True
161,9,11,7,13046,169,12,8,236,8,7,5,14455,243,17,7,35,8,10,10,13571,64,50,12,24,6,9,9,12411,159,6,10,89,2,11,11,9797,42,4,15,103,27,5,7,19796,233,10,8,51,9,7,15,15423,208,0,12,37,1,11,21,10113,13,1,25,54,6,7,21,12235,114,2,7,106,4,3,20,15587,64,116,23,False
91,16,9,14,16702,221,32,0,64,12,8,24,14928,37,58,30,76,8,7,22,13893,169,16,5,15,14,3,17,17712,224,40,9,111,5,3,29,12485,49,9,18,107,6,12,9,13897,198,32,16,222,9,13,11,16131,260,4,3,32,6,11,11,11815,30,71,16,25,6,9,8,10691,132,2,5,53,3,10,13,9279,47,0,16,True
105,12,9,10,14520,158,8,8,81,16,3,24,17965,175,3,4,238,24,6,8,19740,230,6,6,32,5,7,22,16043,132,54,4,412,1,8,28,12152,36,2,32,25,0,13,17,10882,48,0,20,77,7,12,7,13568,77,74,12,30,7,11,11,13380,183,12,6,429,9,9,6,14689,246,15,1,5,10,13,8,14425,211,5,5,True
103,10,10,1,12144,176,3,8,9,5,6,4,10437,46,71,5,412,2,4,9,8544,35,0,31,80,4,12,5,9753,134,1,10,104,2,7,6,11755,237,10,1,58,9,2,10,15199,251,10,19,113,9,3,17,16262,62,103,4,99,10,10,10,13572,176,7,10,236,9,5,10,15519,277,14,5,201,2,4,17,11265,50,2,22,False
22,6,8,10,12338,148,11,4,101,5,1,18,13383,172,8,9,11,13,3,7,13820,77,73,2,59,5,6,14,9700,51,1,14,98,11,3,16,12853,109,0,10,21,2,8,6,9153,153,1,12,80,5,10,7,10327,36,49,8,37,1,6,12,8097,16,0,20,120,10,8,2,11840,178,14,14,31,3,8,3,9289,155,11,8,True
90,10,7,11,14079,178,13,8,154,9,4,12,13704,65,69,9,18,14,6,11,15522,168,24,8,25,2,3,23,10997,26,0,11,8,10,8,8,15376,246,5,6,131,7,8,5,13283,217,24,4,19,9,9,9,12734,57,60,4,12,0,8,11,7776,18,1,30,51,8,7,5,12907,204,10,3,78,3,13,7,9261,88,5,5,True
1,38,5,6,21388,164,2,3,19,4,9,12,10723,28,46,5,39,10,7,13,13139,151,2,8,89,2,8,31,13759,75,0,37,67,3,7,6,11524,167,23,0,23,4,8,7,11613,177,31,8,99,9,12,11,11177,110,1,7,222,11,13,10,11996,130,1,1,76,10,13,9,12967,36,74,3,53,2,11,15,10319,14,1,28,True
429,3,5,4,10908,213,21,4,5,6,6,10,12461,80,60,2,59,6,9,9,11054,153,9,15,89,1,6,9,7653,39,1,33,1,3,9,0,9251,171,1,14,222,9,6,13,14322,204,18,10,75,7,3,11,14320,228,5,8,7,10,1,11,14127,219,6,21,32,6,5,13,11703,32,66,11,25,3,5,22,10808,16,0,33,False
55,3,5,5,9890,190,3,4,83,1,7,5,10401,223,4,6,37,3,1,7,8035,28,0,21,111,6,4,5,11624,60,79,3,104,1,4,1,7926,141,4,6,91,5,3,9,12326,194,5,9,236,1,3,7,10792,206,6,6,98,4,4,5,9644,126,12,10,10,9,3,9,14360,79,86,10,53,2,1,10,8164,23,0,28,False
105,4,4,1,9976,150,12,7,67,3,8,4,10694,181,21,13,57,2,3,6,11040,236,3,6,25,0,7,7,7758,24,1,28,11,7,6,6,13453,65,102,3,82,6,4,14,14153,224,15,16,77,4,1,10,13158,65,88,3,89,2,2,18,10325,89,0,18,110,9,4,13,13991,193,15,9,2,7,5,8,13641,245,3,6,False
80,10,10,15,12090,34,56,8,3,6,7,15,11703,163,3,5,126,6,7,14,11279,156,8,7,53,2,5,13,8090,14,0,15,429,8,9,6,10340,134,8,5,127,3,6,12,11917,195,15,5,119,10,9,8,14739,202,6,5,107,7,6,13,13005,59,58,11,89,4,5,24,10737,36,1,23,8,14,6,9,15057,208,12,2,False
62,6,9,8,9016,64,3,13,157,4,9,7,11672,197,13,4,119,9,9,7,12709,136,10,14,131,5,6,4,11495,78,79,13,79,2,8,7,7850,34,2,10,26,2,8,19,12275,69,4,17,21,12,6,3,14707,213,6,3,9,11,2,10,14791,25,93,2,86,9,4,4,13484,212,3,8,84,6,6,11,11265,110,3,8,False
1,11,5,12,13372,206,2,14,79,14,3,10,13120,44,73,7,15,5,5,17,12252,183,6,5,412,2,4,21,8537,18,2,23,24,4,2,7,11837,184,26,13,29,5,7,3,9956,160,4,9,4,6,8,3,11870,175,32,9,254,3,8,9,9751,12,66,7,266,3,6,6,10448,203,3,1,201,2,7,6,7279,40,0,9,True
222,9,2,9,12678,206,10,7,103,1,4,5,8435,136,1,5,80,14,5,7,11944,43,35,4,114,4,4,5,10429,169,1,10,89,2,5,14,8439,28,0,25,55,3,5,6,8378,122,0,8,5,4,7,0,10719,78,79,7,51,1,8,7,9942,187,8,5,35,10,4,5,11015,142,2,7,412,2,7,5,6326,44,0,19,True
15,8,7,3,11332,194,2,5,4,3,11,2,8619,124,3,5,20,1,6,2,9441,49,82,12,82,7,10,4,11063,178,4,5,111,1,7,6,7936,36,0,10,80,12,2,8,13639,77,34,8,13,4,5,7,10055,138,8,8,89,3,5,14,8814,35,0,41,222,5,5,8,11551,168,15,5,105,17,3,7,12918,78,18,7,False
90,5,1,0,9430,153,6,8,104,9,1,3,11997,188,25,5,59,0,3,8,7269,23,40,4,89,1,1,10,6823,38,2,13,31,0,6,2,7983,164,3,4,54,2,1,4,6498,97,0,8,120,0,0,0,3533,0,0,0,37,0,5,8,5697,3,0,12,99,2,4,4,7699,162,0,3,67,8,5,2,9887,191,5,11,True
10,2,5,4,11344,233,4,5,26,4,4,7,9539,32,1,24,15,4,5,6,11444,147,17,5,4,4,2,4,10967,175,1,1,19,5,4,6,10788,12,86,8,42,4,8,5,9554,160,0,4,54,4,4,2,9563,185,0,3,31,3,1,1,8731,159,8,4,56,5,3,2,9182,64,52,14,267,4,3,10,8374,25,0,32,True
8,5,7,8,9265,98,4,22,69,4,10,7,9464,136,8,6,222,8,8,6,11065,160,4,5,31,3,8,6,9490,190,1,2,254,6,10,4,10309,56,63,6,122,10,5,13,13871,89,66,1,74,10,7,9,13193,178,2,6,1,9,5,12,12675,150,4,5,53,5,2,17,11015,34,1,28,236,9,7,17,14970,198,8,8,False
201,1,6,19,9393,33,0,19,254,17,2,10,14994,73,55,5,51,7,2,6,12316,203,8,0,105,9,6,7,10772,126,9,1,117,7,2,13,11954,164,5,2,115,3,10,4,9039,150,11,3,23,8,11,1,10668,132,12,1,1,2,6,6,7437,12,0,24,429,3,6,3,9803,182,3,4,421,2,8,7,8382,18,54,7,True
117,1,6,8,7374,21,0,23,75,5,6,6,10625,204,0,3,222,2,5,5,8001,129,5,11,120,6,5,6,10908,44,68,5,127,6,9,6,9097,134,5,9,1,7,4,7,11551,145,17,7,104,11,3,2,13580,185,11,7,11,8,3,8,14533,102,92,6,267,1,3,11,8758,16,1,25,92,4,7,9,12900,215,26,7,False
59,3,4,18,10628,48,69,7,89,3,1,18,8517,23,0,11,222,7,4,14,10553,159,3,2,92,20,6,5,12676,157,2,4,68,19,3,10,12368,124,2,4,8,11,11,4,10575,124,4,5,157,0,20,2,5766,85,0,1,67,2,9,2,6446,113,0,3,25,3,6,4,6558,24,2,15,113,2,7,6,8057,30,63,7,True
111,3,2,15,10535,40,54,6,150,2,5,10,10443,193,0,2,89,4,4,18,9562,31,0,28,67,9,3,6,11240,149,21,5,103,11,4,6,12278,180,3,7,222,3,6,6,10074,188,1,8,92,8,5,3,11841,229,12,10,412,1,7,11,7201,39,0,23,61,5,4,6,10025,177,13,4,64,1,7,4,8263,22,73,11,True
19,2,1,1,7221,14,74,1,114,7,3,2,7239,81,0,5,25,9,1,5,9087,132,0,4,21,5,1,4,7976,125,3,7,111,3,0,8,6537,29,0,10,63,2,8,1,4849,52,0,1,120,1,4,0,4193,4,25,1,104,1,6,1,4118,34,2,4,17,2,6,0,5752,104,0,10,1,0,3,2,4537,68,1,4,True
127,18,13,23,22521,285,14,28,104,11,9,12,19352,250,31,8,4,18,9,10,22333,265,28,12,11,17,18,13,19615,158,53,4,117,6,9,26,15603,44,0,45,150,15,21,12,19607,212,1,6,236,10,13,14,24034,372,27,15,113,12,9,19,20607,129,78,28,53,7,14,15,15712,115,2,19,1,14,13,8,18399,219,7,5,False
104,9,11,12,17944,242,23,7,54,8,8,14,14129,117,13,12,267,4,10,29,16953,22,0,42,5,10,8,15,17749,106,82,15,41,9,7,21,20048,236,20,17,23,8,6,14,20806,409,5,25,1,2,6,22,13932,52,1,36,113,8,11,21,17714,119,71,11,67,21,8,8,21154,242,27,6,7,5,9,10,14882,194,16,14,False
222,12,13,10,19154,268,24,19,45,16,13,17,19411,206,4,5,64,9,12,10,15602,87,68,13,412,0,12,20,11041,40,0,21,58,5,6,11,18444,375,24,9,254,7,11,22,16159,55,61,17,81,18,8,22,21277,209,24,21,99,14,8,20,17712,186,1,7,75,10,7,8,18374,287,6,3,53,7,8,29,17051,48,4,32,False
59,8,6,9,16723,276,20,15,238,8,10,8,18367,349,21,9,9,8,7,12,15311,71,70,3,51,8,9,10,18003,290,37,2,16,1,9,21,12046,28,0,38,115,9,5,15,19728,306,24,12,39,13,4,10,19696,311,6,13,67,10,6,4,18834,278,47,4,40,1,9,17,11963,9,1,46,102,8,9,17,19129,48,131,20,False
222,10,7,7,16505,273,2,3,120,10,1,7,18842,128,137,12,58,9,3,9,15650,222,9,10,412,2,5,12,9923,35,2,31,7,9,7,6,12925,125,11,10,24,9,8,5,13625,69,82,12,105,7,13,3,11978,165,1,6,22,1,10,8,10707,147,7,9,62,6,6,4,12911,206,31,16,25,0,3,7,7984,33,0,29,True
1,4,9,11,13339,204,8,11,32,10,12,17,16812,95,73,13,25,1,8,25,13710,60,1,45,75,7,11,12,17780,348,4,8,15,14,9,9,19445,313,34,0,22,12,8,17,19565,236,26,9,28,11,8,20,20324,121,109,18,89,6,8,25,13354,58,0,20,157,12,6,18,21231,323,31,8,86,8,6,15,17436,292,0,11,False
222,18,6,16,20871,308,10,7,134,8,10,19,17158,200,17,12,58,6,7,13,13935,164,14,9,111,1,5,31,14128,55,3,23,11,22,15,8,19838,141,70,3,18,10,9,9,17757,249,31,13,61,15,11,12,17966,222,15,7,57,4,13,19,13794,57,45,8,89,5,10,19,11774,36,0,22,10,9,12,11,15758,207,12,13,True
111,7,12,13,13840,90,59,8,1,6,16,8,12217,185,0,11,81,8,12,13,14853,232,9,11,89,1,18,12,9333,20,0,19,107,15,12,5,16523,218,24,5,68,18,10,18,17149,193,2,6,429,2,8,7,13101,182,46,7,64,16,10,14,16208,187,23,9,105,30,4,6,24780,208,102,3,25,4,5,39,15878,35,10,28,False
106,8,12,10,13830,54,71,13,75,4,16,6,12984,205,3,7,131,18,12,9,18924,268,26,13,51,6,12,11,15316,239,17,9,117,2,11,18,11913,5,1,19,127,7,12,15,16136,214,9,11,222,4,8,10,15415,172,58,1,107,12,9,19,18453,214,20,14,11,35,6,10,28627,206,122,9,89,5,6,20,14674,111,3,30,False
53,3,15,22,11745,71,0,13,86,18,11,15,16008,126,1,6,113,5,11,19,13962,101,51,2,15,8,12,17,15075,216,4,14,67,11,7,7,16065,198,25,10,222,5,12,25,15157,127,6,6,238,10,7,13,18488,266,7,13,122,12,11,22,17936,214,9,8,106,18,5,10,16998,157,4,26,32,11,10,27,19625,67,97,5,False
254,7,6,13,14959,99,70,10,9,2,10,12,10777,51,6,24,266,14,6,14,18164,242,20,11,90,14,6,16,16855,195,4,23,21,12,5,12,15551,170,24,12,222,6,9,12,14032,244,3,8,33,6,11,13,12698,55,85,11,99,12,9,9,14271,196,4,10,120,7,9,5,12286,178,9,6,201,2,11,23,11142,36,1,23,True
8,7,6,8,14970,267,4,12,238,4,11,6,14195,255,23,27,19,5,12,7,12036,45,82,10,18,6,10,4,12864,197,21,10,54,1,9,9,8676,66,0,20,25,14,5,22,16768,210,11,22,40,0,5,34,11827,24,0,29,2,11,3,14,14564,81,57,0,133,15,9,18,16810,217,6,9,81,8,1,19,14770,197,18,11,False
238,9,6,7,12924,168,3,10,412,2,14,11,9267,39,0,27,76,3,6,5,12631,68,91,12,29,9,9,9,14403,183,10,8,102,7,7,8,14652,238,18,7,113,5,6,14,11904,36,59,6,101,10,4,17,14312,183,7,7,67,14,7,10,15087,190,13,12,1,5,6,20,12419,60,1,56,80,8,7,16,13078,135,11,2,False
222,4,8,7,12372,172,0,0,96,7,10,9,14240,242,10,10,59,4,11,11,12536,64,74,6,412,4,9,9,10632,74,0,38,48,6,6,4,15064,299,15,7,1,11,6,12,15908,202,15,12,54,7,5,15,15790,102,71,6,38,7,10,6,12931,149,9,8,236,14,1,8,20830,348,18,10,53,5,3,19,13333,41,0,30,False
21,13,10,6,16410,259,10,5,254,9,8,14,15388,141,41,6,5,11,7,5,13780,144,12,10,103,4,10,10,12360,203,1,4,412,2,13,16,10833,14,0,43,222,15,10,11,16741,212,17,3,17,11,10,4,16790,253,3,6,113,11,6,14,16718,126,57,1,74,7,7,14,14235,169,1,9,20,4,6,28,14017,48,3,22,False
5,5,3,10,12494,54,58,1,90,2,2,8,13197,237,7,12,267,2,4,16,12375,29,0,30,222,10,3,6,16982,268,31,6,120,6,5,3,11508,133,11,18,113,4,6,8,11389,23,99,14,75,1,6,7,13566,297,11,8,236,7,6,7,16911,310,28,5,31,4,2,1,11500,209,5,14,89,1,5,11,8436,29,0,24,True
157,5,8,5,11420,204,11,12,8,0,7,8,9674,161,7,17,64,6,2,7,11143,76,59,10,222,8,8,1,12986,224,19,9,40,0,4,7,6797,8,0,28,106,3,2,10,12063,39,80,5,238,11,4,2,18358,348,16,12,16,2,3,13,10622,23,1,29,9,9,6,11,13680,155,12,10,110,4,4,9,14022,206,16,10,False
120,10,12,5,16418,266,14,4,267,1,3,13,11385,26,1,50,80,7,8,10,16029,74,92,8,84,15,10,8,17741,225,1,14,104,7,5,9,16623,247,39,4,64,11,10,9,16007,147,63,27,63,11,10,9,13115,127,3,4,14,6,6,12,13233,186,1,3,81,8,7,6,13808,214,1,11,40,2,7,20,11550,8,1,30,True
2,5,11,3,12999,224,8,10,76,8,8,9,12940,140,7,10,222,13,5,7,18174,311,4,9,1,4,10,15,11792,52,2,29,19,6,11,9,14344,74,87,13,119,10,10,14,16690,173,11,3,14,7,3,15,14515,160,9,4,11,16,7,4,17242,216,24,9,53,3,9,27,13644,28,0,24,106,9,7,13,15766,92,55,12,False
